Original names	name in the model	aerobic/anaerobic	source	Alloascoidea_hylecoeti	Ascoidea_rubescens	yHMPu5000034998_Cephaloascus_albidus	yHMPu5000034999_Cephaloascus_fragrans	Wickerhamia_fluorescens	yHMPu5000035252_Yamadazyma_nakazawae	yHMPu5000035640_Yamadazyma_philogaea	yHMPu5000035641_Yamadazyma_scolyti	yHMPu5000041829_Debaryomyces_fabryi	Debaryomyces_hansenii	yHMPu5000041713_Debaryomyces_maramus	yHMPu5000041693_Debaryomyces_nepalensis	yHMPu5000041678_Debaryomyces_prosopidis	yHMPu5000041824_Debaryomyces_subglobosus	yHMPu5000035667_Kurtzmaniella_cleridarum	Lodderomyces_elongisporus	yHMPu5000035662_Meyerozyma_caribbica	Meyerozyma_guilliermondii	Millerozyma_acaciae	yHMPu5000035296_Priceomyces_carsonii	yHMPu5000035297_Priceomyces_castillae	Priceomyces_haplophilus	yHMPu5000034606_Priceomyces_medius	Scheffersomyces_stipitis	Spathaspora_passalidarum	yHMPu5000034661_Dipodascus_albidus	yHMPu5000041822_Dipodascus_geniculatus	Geotrichum_candidum	yHMPu5000034754_Lipomyces_arxii	yHMPu5000034757_Lipomyces_doorenjongii	yHMPu5000034758_Lipomyces_japonicus	yHMPu5000034760_Lipomyces_kononenkoae	yHMPu5000034761_Lipomyces_lipofer	yHMPu5000034749_Lipomyces_mesembrius	yHMPu5000034748_Lipomyces_oligophaga	Lipomyces_starkeyi	yHMPu5000034742_Lipomyces_suomiensis	yHMPu5000034654_Aciculoconidium_aculeatum	Clavispora_lusitaniae	Hyphopichia_burtonii	yHMPu5000035318_Hyphopichia_heimii	yHMPu5000034665_Kodamaea_laetipori	yHMPu5000035677_Kodamaea_ohmeri	Metschnikowia_aberdeeniae	Metschnikowia_arizonensis	Metschnikowia_bicuspidata	Metschnikowia_borealis	Metschnikowia_cerradonensis	Metschnikowia_continentalis	Metschnikowia_dekortum	Metschnikowia_hamakuensis	Metschnikowia_hawaiiensis	Metschnikowia_hibisci	Metschnikowia_kamakouana	Metschnikowia_lockheadii	Metschnikowia_mauinuiana	Metschnikowia_santaceciliae	Metschnikowia_similis	Komagataella_pastoris	yHMPu5000034939_Komagataella_pseudopastoris	yHMPu5000035671_Phaffomyces_antillensis	yHMPu5000035670_Phaffomyces_opuntiae	yHMPu5000035672_Phaffomyces_thermotolerans	yHMPu5000026197_Brettanomyces_custersianus	Brettanomyces_anomalus	Dekkera_bruxellensis	yHMPu5000035674_Kregervanrija_delftensis	yHMPu5000035675_Kregervanrija_fluxuum	yHMPu5000034629_Pichia_exigua	yHMPu5000034627_Pichia_heedii	yHMPu5000034625_Pichia_kudriavzevii	Pichia_membranifaciens	yHMPu5000034624_Pichia_nakasei	yHMPu5000034623_Pichia_norvegensis	yHMPu5000034622_Pichia_occidentalis	yHMPu5000035301_Pichia_terricola	yHMPu5000035659_Saturnispora_dispora	yHMPu5000034610_Saturnispora_hagleri	yHMPu5000034611_Saturnispora_mendoncae	yHMPu5000034612_Saturnispora_saitoi	yHMPu5000034615_Saturnispora_zaruensis	Eremothecium_coryli	Eremothecium_cymbalariae	Eremothecium_gossypii	Eremothecium_sinecaudum	Kazachstania_africana	yHAB160_Kazachstania_kunashirensis	yHAB132_Kazachstania_martiniae	Kazachstania_naganishii	yHAB153_Kazachstania_rosinii	yHAB143_Kazachstania_siamensis	yHAB159_Kazachstania_solicola	yHAB155_Kazachstania_spencerorum	yHAB154_Kazachstania_transvaalensis	yHAB134_Kazachstania_turicensis	yHAB133_Kazachstania_unispora	yHAB158_Kazachstania_viticola	yHMPu5000034709_Kluyveromyces_aestuarii	yHMPu5000034710_Kluyveromyces_dobzhanskii	Kluyveromyces_lactis	Kluyveromyces_marxianus	Lachancea_cidri	Lachancea_fermentati	Lachancea_kluyveri	Lachancea_meyersii	Lachancea_thermotolerans	Lachancea_waltii	Nakaseomyces_bacillisporus	Nakaseomyces_delphensis	Naumovozyma_castellii	Naumovozyma_dairenensis	Saccharomyces_arboricola	Saccharomyces_cerevisiae	Saccharomyces_kudriavzevii	Saccharomyces_mikatae	Saccharomyces_paradoxus	Tetrapisispora_blattae	yHMPu5000034875_Tetrapisispora_fleetii	yHMPu5000034876_Tetrapisispora_iriomotensis	yHMPu5000034877_Tetrapisispora_namnaonensis	Tetrapisispora_phaffii	Torulaspora_delbrueckii	yHMPu5000026152_Torulaspora_franciscae	yHMPu5000035652_Torulaspora_maleeae	yHMPu5000035651_Torulaspora_microellipsoides	yHMPu5000034881_Torulaspora_pretoriensis	Vanderwaltozyma_polyspora	Zygosaccharomyces_bailii	yHMPu5000034866_Zygosaccharomyces_bisporus	yHMPu5000034865_Zygosaccharomyces_kombuchaensis	Zygosaccharomyces_rouxii	yHMPu5000034862_Zygotorulaspora_florentina	yHMPu5000026256_Zygotorulaspora_mrakii	yHMPu5000034963_Hanseniaspora_clermontiae	yHMPu5000034957_Hanseniaspora_osmophila	yHMPu5000035695_Hanseniaspora_pseudoguilliermondii	Hanseniaspora_uvarum	Hanseniaspora_valbyensis	Hanseniaspora_vinae	yHMPu5000035629_Yueomyces_sinensis	yHMPu5000034607_Saccharomycopsis_capsularis	Saccharomycopsis_malanga	Arxula_adeninivorans	yHMPu5000034681_Blastobotrys_americana	yHMPu5000034675_Blastobotrys_mokoenaii	yHMPu5000034674_Blastobotrys_muscicola	yHMPu5000034673_Blastobotrys_nivea	yHMPu5000034671_Blastobotrys_peoriensis	yHMPu5000034670_Blastobotrys_proliferans	yHMPu5000034669_Blastobotrys_raffinofermentans	yHMPu5000034667_Blastobotrys_serpentis	yHMPu5000034646_Wickerhamiella_cacticola	Wickerhamiella_domercqiae	yHMPu5000035243_Zygoascus_meyerae	yHMPu5000035242_Zygoascus_ofunaensis	yHMPu5000035044_Barnettozyma_californica	yHMPu5000035045_Barnettozyma_hawaiiensis	yHMPu5000035046_Barnettozyma_populi	yHMPu5000035047_Barnettozyma_pratensis	yHMPu5000035048_Barnettozyma_salicaria	yHMPu5000035703_Cyberlindnera_americana	Cyberlindnera_fabianii_JCM3601	Cyberlindnera_jadinii	yHMPu5000035699_Cyberlindnera_maclurae	yHMPu5000034979_Cyberlindnera_misumaiensis	yHMPu5000034978_Cyberlindnera_mrakii	yHMPu5000035325_Cyberlindnera_petersonii	yHMPu5000035686_Cyberlindnera_saturnus	yHMPu5000035687_Cyberlindnera_suaveolens	yHMPu5000035658_Starmera_amethionina	yHMPu5000034594_Starmera_quercuum	yHMPu5000035274_Wickerhamomyces_alni	Wickerhamomyces_anomalus	yHMPu5000035271_Wickerhamomyces_bovis	yHMPu5000035639_Wickerhamomyces_canadensis	Wickerhamomyces_ciferrii	yHMPu5000035268_Wickerhamomyces_hampshirensis	yHMPu5000026137_Ambrosiozyma_ambrosiae	Ambrosiozyma_monospora	yHMPu5000034947_Ambrosiozyma_philentoma	Babjeviella_inositovora	yHMPu5000034655_Botryozyma_nematodophila	Candida_albicans	Candida_apicola	Candida_arabinofermentans	yHMPu5000034632_Candida_athensensis	yHMPu5000035286_Candida_azyma	Candida_boidinii_JCM9604	Nakaseomyces_bracarensis	yHMPu5000035018_Candida_canberraensis	Candida_carpophila	Tortispora_caseinolytica	Nakaseomyces_castellii	yHMPu5000035033_Candida_cretensis	Yarrowia_deformans	Candida_dubliniensis	yHMPu5000035022_Candida_emberorum	yHMPu5000035302_Candida_fragi	yHMPu5000034967_Candida_freyschussii	yHMPu5000034988_Candida_fructus	yHMPu5000035032_Candida_gatunensis	Candida_glabrata	yHMPu5000041863_Candida_gorgasii	yHMPu5000035681_Candida_gotoi	yHMPu5000041743_Candida_hawaiiana	yHMPu5000035633_Candida_hispaniensis	Candida_homilentoma	yHMPu5000035244_Candida_incommunis	Candida_infanticola	Candida_intermedia	Metschnikowia_ipomoeae	Metschnikowia_kipukae	yHMPu5000035031_Candida_kruisii	Sugiyamaella_lignohabitans	Scheffersomyces_lignosus	yHMPu5000035037_Candida_montana	yHMPu5000035689_Candida_mycetangii	Nakaseomyces_nivariensis	yHMPu5000034973_Danielozyma_ontarioensis	yHMPu5000035673_Candida_orba	yHMPu5000034986_Candida_oregonensis	Candida_orthopsilosis	Candida_parapsilosis	Nakazawaea_peltata	yHMPu5000035261_Candida_ponderosae	yHMPu5000035011_Candida_pyralidae	yHMPu5000034648_Candida_restingae	yHMPu5000035679_Candida_rhagii	yHMPu5000035691_Candida_salmanticensis	yHMPu5000034643_Candida_schatavii	yHMPu5000034614_Saturnispora_silvae	Candida_sojae	Candida_sorboxylosa	yHMPu5000034597_Candida_stellimalicola	Candida_succiphila	yHMPu5000041833_Candida_tammaniensis	Candida_tanzawaensis	Candida_tenuis	yHMPu5000035665_Middelhovenomyces_tepae	Candida_tropicalis	yHMPu5000035690_Candida_vartiovaarae	Candida_versatilis	yHMPu5000026142_Citeromyces_matritensis	yHMPu5000034952_Citeromyces_siamensis	Kuraishia_capsulata	yHMPu5000034933_Kuraishia_molischiana	yHMPu5000041818_Magnusiomyces_tetrasperma	yHMPu5000034635_Nadsonia_fulvescens	Nadsonia_fulvescens_var_elongata	yHMPu5000034918_Nakazawaea_holstii	yHMPu5000034897_Ogataea_glucozyma	yHMPu5000026124_Ogataea_henricii	yHMPu5000034899_Ogataea_kodamae	Ogataea_methanolica	yHMPu5000034901_Ogataea_methylivora	yHMPu5000034902_Ogataea_minuta	yHMPu5000034903_Ogataea_naganishii	yHMPu5000034636_Ogataea_nitratoaversa	yHMPu5000034904_Ogataea_nonfermentans	yHMPu5000034893_Ogataea_philodendra	yHMPu5000034892_Ogataea_pilisensis	yHMPu5000034891_Ogataea_pini	Ogataea_polymorpha	yHMPu5000034637_Ogataea_populiabae	yHMPu5000034890_Ogataea_ramenticola	yHMPu5000034887_Ogataea_trehaloabstinens	yHMPu5000034886_Ogataea_trehalophila	yHMPu5000034885_Ogataea_zsoltii	Pachysolen_tannophilus	yHMPu5000034884_Peterozyma_toletana	yHMPu5000034883_Peterozyma_xylosa	Saprochaete_clavata	yHMPu5000034604_Sporopachydermia_lactativora	Sporopachydermia_quercuum	Starmerella_bombicola_JCM9596	yHMPu5000035650_Trigonopsis_variabilis	yHMPu5000035282_Trigonopsis_vinaria	Yarrowia_lipolytica	Ambrosiozyma_kashinagacola	yHMPu5000035040_Ambrosiozyma_maleeae	yHMPu5000034946_Ambrosiozyma_oregonensis	yHMPu5000035041_Ambrosiozyma_pseudovanderkliftii	yHMPu5000026145_Ambrosiozyma_vanderkliftii	Ascoidea_asiatica	yHMPu5000041855_Candida_ascalaphidarum	Candida_auris	yHMPu5000035335_Candida_blattae	yHMPu5000034990_Candida_corydali	yHMPu5000041862_Candida_golubevii	yHMPu5000035707_Candida_heveicola	yHMPu5000041840_Candida_wancherniae	yHMPu5000034950_Citeromyces_hawaiiensis	yHMPu5000035688_Cyberlindnera_xylosilytica	yHMPu5000034974_Deakozyma_indianensis	yHMPu5000034660_Diddensiella_caesifluorescens	yHMPu5000035696_Hanseniaspora_singularis	yHAB164_Kazachstania_aerobia	yHAB136_Kazachstania_bromeliacearum	yHAB148_Kazachstania_intestinalis	yHAB147_Kazachstania_taianensis	yHMPu5000035684_Kloeckera_hatyaiensis	yHMPu5000026274_Komagataella_populi	yHMPu5000034932_Kuraishia_ogatae	Lachancea_dasiensis	Lachancea_fantastica	Lachancea_lanzarotensis	Lachancea_mirantina	Lachancea_nothofagi	Lachancea_quebecensis	Metschnikowia_bowlesiae	Metschnikowia_drakensbergensis	Metschnikowia_matae_maris	Metschnikowia_matae	Metschnikowia_proteae	Metschnikowia_shivogae	Ogataea_parapolymorpha	Saccharomyces_eubayanus	Saccharomyces_uvarum	yHMPu5000034613_Saturnispora_serradocipensis	Spathaspora_arborariae	Spathaspora_girioi	Spathaspora_gorwiae	Spathaspora_hagerdaliae	yHMPu5000034605_Spencermartinsiella_europaea	yHMPu5000035654_Tortispora_ganteri	yHMPu5000035279_Tortispora_starmeri	yHMPu5000035643_Yarrowia_bubula	yHMPu5000035645_Yarrowia_divulgata	Yarrowia_keelungensis
Glucose	D-glucose	1	C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Inulin	inulin	1	C	0	1	0	0	0	0	0	0	0	v	v	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	v	0	1	0	0	0	0	0	0	v	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	v	v	0	v	0	v	v	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	v	1	v	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	v	0	v	1	0	0	0	0	0	0	0	0	0	0	0	0	1	v	0	v	0	v	v	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	v	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	v	0	0	0	0	0	0	v	0	0	0	0	0	0	0	0	0	v	0	1	0	0	0	0	0	v	0	0	0	0	0	0	0	v	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n	n
